Maximum,membership,maxed_value,er_value,er_utilization,ip_value,ip_admits,primary_care_value,primary_care_utilization,specialist_value,specialist_utilization,mental_health_value,mental_health_utilization,imaging_value,imaging_utilization,speech_value,speech_utilization,occupation_physical_therapy_value,occupation_physical_therapy_utilization,preventive_care_value,preventive_care_utilization,laboratory_value,laboratory_utilization,x_rays_value,x_ray_utilization,skilled_nursing_value,skilled_nursing_utilization,generic_value,generic_utilization,preferred_value,preferred_utilization,non_preferred_value,non_preferred_utilization,specialty_value,specialty_utilization
6000,821640,2545.510029,112.1069245,0.100868521,9.53235234,0.003965949,179.8992418,1.200136702,105.8814479,0.664750596,31.92812658,0.252548457,47.46218145,0.075452461,0.815009302,0.008202933,52.49823179,1.156777744,141.5578253,1.785000484,87.32280101,2.739640644,79.05061162,0.572267688,0,0,147.7621982,4.530527758,262.5473948,1.793449102,55.58968942,0.242268767,0.475259972,0.001473659
6100,809836,2568.363269,113.8553736,0.101672267,9.7733404,0.004034266,180.6367307,1.20502856,106.6841966,0.669925171,32.33342133,0.255550827,48.49093322,0.07686033,0.832236359,0.008362181,53.27135839,1.172250391,142.5505015,1.793155851,88.15029318,2.757863508,80.02104538,0.577298581,0,0,148.6587131,4.550370128,266.7096207,1.818377288,56.33131066,0.244807779,0.49652375,0.00150557
6200,798091,2590.782973,115.4421429,0.102393444,10.01918342,0.004099928,181.3209529,1.209647794,107.4696439,0.674905343,32.75218319,0.258594356,49.4992953,0.078194174,0.852245905,0.008545825,53.96661451,1.185723317,143.5398415,1.800748516,88.9479438,2.775244753,80.91623373,0.582029428,0,0,149.4969854,4.568226994,270.742445,1.842175669,56.9679972,0.246974821,0.515395016,0.001525708
6300,786894,2612.943308,117.0631197,0.103159152,10.26335808,0.004162084,181.9852085,1.214097937,108.2129789,0.679524712,33.15396763,0.261601791,50.47504764,0.079473969,0.874002537,0.008719772,54.69695676,1.199967771,144.530933,1.807957344,89.70746867,2.791382249,81.76793362,0.586526004,0,0,150.3234326,4.586137653,274.7107554,1.865859319,57.72989319,0.249418161,0.531417622,0.001544569
6400,775982,2634.728032,118.5708437,0.10385895,10.54540328,0.004233077,182.6460127,1.21855968,108.9451794,0.684401903,33.51279117,0.26419069,51.46158699,0.080740986,0.888204907,0.008845183,55.40404292,1.213718862,145.4525708,1.81494814,90.46101967,2.807436227,82.62132022,0.591049707,0,0,151.1295885,4.602783028,278.7575642,1.890129915,58.50130137,0.25196804,0.54872422,0.001577549
6500,765454,2656.310549,120.1651277,0.104587994,10.78781068,0.004295406,183.2927789,1.222931043,109.7289197,0.689204696,33.88142936,0.26690434,52.42862058,0.082005848,0.91088143,0.009077295,56.10727817,1.227495552,146.4030341,1.822081358,91.21724245,2.823551349,83.50293734,0.595667449,0,0,151.9897717,4.62028405,282.734262,1.913482887,59.23024718,0.254339184,0.569344249,0.001595445
7500,754825,2857.364833,135.1167611,0.111122428,13.7507437,0.004943329,189.0064466,1.261388786,116.5761132,0.732010056,37.33814179,0.292065881,61.76903183,0.094273488,1.075383505,0.010480002,62.99216045,1.359233991,154.4944557,1.884718512,98.20667673,2.971638951,91.68639528,0.638001294,0,0,159.0901655,4.771257825,319.5839699,2.129407501,65.7367766,0.274987876,0.801578686,0.001885102
10000,662225,3268.05249,166.8966483,0.123656905,26.15651504,0.006957624,199.2890424,1.330950357,129.8695509,0.814673258,43.98234467,0.339726025,81.699257,0.119697817,1.479312373,0.013964163,76.75349923,1.61172066,168.8740932,1.997240451,112.5108342,3.262588584,108.7280894,0.723978687,0.013309796,6.67E-06,171.6691528,5.042271948,394.8630768,2.549892595,79.13363667,0.314984955,1.610137453,0.002640624
15000,498848,3836.745121,211.5114843,0.139229901,90.41317808,0.014219323,210.4172595,1.405493016,146.4952564,0.915772896,51.90942741,0.395756295,110.3435707,0.155340827,1.978842519,0.018195058,96.34353024,1.943948591,184.1889895,2.130360108,131.7292755,3.640838841,133.009959,0.844219418,0.026491814,9.05E-06,185.7808764,5.354816208,493.0741969,3.056296485,96.19479619,0.362873242,4.397371425,0.004435972
20000,314448,4212.149784,241.6886267,0.148763606,174.04225,0.021588529,216.2251653,1.444120785,156.2805692,0.97315726,56.54403373,0.42747658,128.7910999,0.177891484,2.37895693,0.021336964,109.2297809,2.13970273,191.8929077,2.207024528,144.3743344,3.882762045,150.2504212,0.925882542,0.047693643,1.70E-05,193.6252323,5.534098464,549.0107703,3.321966563,105.9278,0.38897045,9.043274301,0.006894028
25000,216168,4478.554349,262.955946,0.155189881,247.094603,0.0270851,219.8139617,1.467581172,162.9317369,1.010096513,59.41990757,0.446640396,141.5899469,0.193307994,2.667963018,0.023459412,118.5648234,2.267703077,196.5896442,2.254411602,153.4095305,4.047500192,163.1183895,0.9836708,0.072574035,2.32E-05,198.8139576,5.65329126,585.1912238,3.480614197,112.3201872,0.40480158,15.16416021,0.009663278
30000,159143,4679.269794,278.4416253,0.15972614,308.8448,0.031199181,222.2027138,1.482791314,167.7568404,1.0358433,61.47017221,0.459900492,150.9873591,0.204482674,2.877554119,0.025023617,125.1333889,2.351485375,199.5424737,2.284405072,159.980024,4.164276874,172.762045,1.0251255,0.104001071,2.91E-05,202.4451933,5.736872153,612.215816,3.585775381,117.0758008,0.41507602,23.69671154,0.01321881
35000,123212,4836.592303,289.7833572,0.16302627,364.0059319,0.034438914,223.9626035,1.493874408,171.4898407,1.054394562,62.96169266,0.469444096,157.7893966,0.212537648,3.035888475,0.026236792,130.2398239,2.409883665,201.6321202,2.305449234,165.0225839,4.254693392,180.1351525,1.056161594,0.158678429,4.21E-05,205.1465098,5.798229588,633.1577062,3.659525176,120.6161327,0.422067164,35.15782016,0.017636437
40000,98619,4963.6489,298.3936932,0.165561724,414.1421947,0.037075541,225.3232553,1.501864657,174.3814986,1.068143979,64.12339277,0.476792182,163.0094311,0.218668104,3.136331854,0.026951075,133.9715125,2.450946401,203.2086365,2.320668334,169.0077041,4.322775001,185.8506893,1.07987406,0.244544868,5.68E-05,207.1948146,5.845316924,648.6409644,3.71367414,123.4564402,0.427109184,44.8793367,0.021178864
45000,81222,5069.254896,305.4125258,0.167601172,460.6658929,0.039303824,226.4218678,1.508048195,176.7708677,1.078765,64.9783171,0.481987656,167.2074911,0.223674462,3.23101356,0.027626239,137.0202472,2.482133702,204.3433057,2.332327792,172.0574951,4.375606006,190.6795689,1.098897323,0.353102041,7.73E-05,208.7592029,5.88080521,660.2671458,3.754851422,125.5938056,0.430906374,52.77188371,0.023869432
50000,68446,5158.250469,310.8062578,0.169150494,504.9889977,0.041246826,227.2297199,1.512602563,178.8433969,1.087568456,65.59779859,0.485837969,170.8273873,0.228008906,3.340538267,0.028284952,139.6305429,2.506790017,205.2497971,2.34127933,174.6981476,4.420067222,194.9189628,1.115333196,0.51126995,0.000104564,210.1555864,5.910632586,669.8353366,3.787678385,127.1679801,0.433815095,60.56637652,0.026246976
100000,58330,5613.64344,334.9499132,0.175918665,793.1729738,0.051165402,230.8820203,1.531903793,190.7562398,1.127557515,68.397085,0.501606144,190.7870273,0.251625046,3.756405369,0.031008733,150.857733,2.606652365,208.9801343,2.378566951,186.9408238,4.625687859,224.9214647,1.205188613,1.905189183,0.000320093,216.4036807,6.038121193,707.594225,3.918622884,134.8082996,0.445716496,105.3816232,0.037455902
200000,18583,5884.797056,345.7677699,0.178882447,1017.722069,0.056609351,232.9022359,1.539102957,201.0093098,1.146467929,69.23815163,0.505898219,204.4760279,0.267782869,4.053671151,0.032737764,154.6200928,2.634168398,210.4811092,2.395319248,194.6633025,4.753080461,251.4323294,1.261071034,3.474655809,0.000503027,219.3177354,6.091197168,721.0919539,3.963258746,137.3449233,0.449224669,120.1488854,0.040269342
300000,5283,5975.473757,349.2020962,0.179748983,1111.71734,0.058401315,233.6765685,1.540871937,205.6725988,1.152097734,69.33080119,0.506451461,209.8302016,0.273641695,4.218114538,0.033574812,155.3665505,2.638945829,210.9336554,2.400887284,197.8411919,4.803917577,260.1011262,1.276801847,4.279114818,0.000587874,220.2368654,6.105316881,724.7282384,3.974015443,138.2648299,0.450272287,124.8883873,0.041129464
400000,2214,6017.373675,350.4387866,0.180017784,1160.110871,0.059153543,233.9038215,1.541401636,206.889092,1.153973132,69.35918697,0.506599374,211.906462,0.275726237,4.263395973,0.033978246,155.6064508,2.640293985,211.1027179,2.403128616,199.3071678,4.826416543,263.1018226,1.28189141,4.565937729,0.000620947,220.5025822,6.109603592,726.1945495,3.977692461,138.4849655,0.450544336,126.4533929,0.041399735
500000,1193,6040.645492,351.1366018,0.18015876,1190.11447,0.059546431,233.9961253,1.541661089,207.2796418,1.154941806,69.3741719,0.506677959,212.7656202,0.27659766,4.314597275,0.034215243,155.7809001,2.641249114,211.2000477,2.404358161,200.2456903,4.839546822,264.033616,1.283813377,4.720262767,0.000635,220.6902191,6.111965389,727.1371661,3.97951911,138.8632385,0.450682556,127.6412843,0.041611878
1000000,715,6075.995599,351.7954512,0.180298971,1249.057272,0.060158563,234.1277623,1.541937918,207.7402645,1.15597506,69.39815506,0.506773666,213.7247172,0.277527738,4.371407033,0.034510078,156.127688,2.642674349,211.3308658,2.406086779,201.7113481,4.856594315,265.1606947,1.286236043,5.154310392,0.000674552,220.9059511,6.114625964,728.2036787,3.981627454,139.022777,0.450833955,129.4898836,0.041815005
2000000,117,6086.659563,351.8845149,0.18031587,1273.299211,0.060281855,234.1319363,1.541949776,207.795152,1.156169864,69.40096553,0.506789464,213.7845437,0.277616188,4.378033038,0.034556912,156.1520254,2.642949623,211.3504435,2.406475267,202.1481282,4.861135274,265.2427609,1.286636794,5.215127972,0.00067956,220.9327083,6.114987043,728.3784004,3.981921775,139.0620725,0.45087923,129.6612854,0.041845253
Unlimited,12,6088.357101,351.8914912,0.180317211,1279.136712,0.060301888,234.1330147,1.541954676,207.7995306,1.156191954,69.40112911,0.506792293,213.7871935,0.277623275,4.37799953,0.034556635,156.152454,2.642954443,211.3572421,2.406531373,202.2036176,4.861516908,265.2516058,1.286705008,5.215113369,0.000679558,220.9335578,6.115008915,728.3949208,3.98198802,139.0620684,0.450881504,130.0494515,0.041853125
