Maximum,Membership,Maxed_Value,Generic_Value,Generic_Utlization,Preferred_Value,Preferred_Utilization,Non_Preferred_Value,Non_Preferred_Utilization,Specialty_Value,Specialty_Utilization
5500,184830,903.1147227,192.8742101,5.744422682,384.1923463,2.58044679,74.65138524,0.320471163,2.273390956,0.004035734
5600,179801,908.0518386,193.4569103,5.752791797,389.3163858,2.60923535,75.42811795,0.32273756,2.333082351,0.004085373
5700,175022,912.8543414,193.9877139,5.761027403,394.3585939,2.637453955,76.22431273,0.324994145,2.413708132,0.004152252
5800,170374,917.5314178,194.4935479,5.76797763,399.2209092,2.664405657,77.03242078,0.327295408,2.476736657,0.004209035
5900,165964,922.0887092,194.9984527,5.775964765,404.1648935,2.692287859,77.76090605,0.329376059,2.542083181,0.004250193
6000,161646,926.5296811,195.5020119,5.783344774,408.9222123,2.718919791,78.53426207,0.331576228,2.626809982,0.00432033
6100,157474,930.8552613,195.9698521,5.790378817,413.5964183,2.744231198,79.32499579,0.333799353,2.692514026,0.004371141
6200,153462,935.0729688,196.4307341,5.797079132,418.0763503,2.768780684,80.06771458,0.335937301,2.759058663,0.00442664
6300,149642,939.1835407,196.8489312,5.80351108,422.528905,2.79301112,80.81059616,0.338004521,2.834244093,0.004492199
6400,145943,943.1962213,197.2847874,5.809762437,426.968181,2.817077977,81.55522311,0.340020318,2.895167078,0.004540597
6500,142294,947.1071763,197.6975753,5.815654378,431.3624095,2.840655739,82.35008463,0.342130686,2.968897296,0.004607694
7500,138744,981.4229811,201.08234,5.865048924,470.8846075,3.049391629,89.06296962,0.359988652,3.802653897,0.005217678
10000,109434,1040.648646,206.5452299,5.942591481,542.4304898,3.400034041,101.2863164,0.390103924,6.164954451,0.006630916
15000,66248,1105.083443,211.9809605,6.016311401,617.0785566,3.721875817,114.5617496,0.419768393,12.14929235,0.009627057
20000,33212,1141.929625,214.6729076,6.050926168,650.5188821,3.839691266,121.2101814,0.432613811,19.88552824,0.013071686
25000,21699,1167.395936,216.1954095,6.070041482,669.709334,3.892066412,125.1545931,0.438646673,29.62175704,0.016728355
30000,15803,1185.826103,217.203317,6.08301838,685.267862,3.920821907,128.1335409,0.442267942,42.43634625,0.021385546
35000,11382,1198.778268,218.0049348,6.093131084,695.7637098,3.938178197,130.4001452,0.444631779,56.64065154,0.026361886
40000,8123,1208.244404,218.5502831,6.099055906,703.1110047,3.950962952,131.969683,0.446195447,65.934733,0.029144607
45000,6212,1215.650065,218.9117088,6.10223674,707.5628454,3.958136365,133.0145611,0.447147251,73.35726321,0.031133017
50000,5004,1221.540625,219.179895,6.104888813,711.3444677,3.963500574,133.9067857,0.447932722,82.34926256,0.033286601
100000,3870,1238.136354,220.506458,6.113480528,724.8333447,3.979839516,137.7243132,0.450532397,118.3383291,0.040728296
200000,440,1242.219309,220.8604902,6.11489434,727.7474608,3.981806509,138.5952024,0.450839122,126.96117,0.041714821
300000,51,1243.015837,220.9320596,6.114968114,728.0424983,3.98189531,138.8150283,0.450862993,127.9786644,0.04178437
400000,22,1243.431206,220.9330401,6.114993009,728.367482,3.981962831,138.8147225,0.45086199,128.4236346,0.041814876
500000,13,1243.652561,220.9333397,6.115001352,728.3828883,3.981975319,139.0571989,0.45087766,128.7905763,0.04182587
1000000,8,1243.8754,220.9335268,6.115007659,728.3949786,3.981988272,139.0620824,0.450881544,129.6708355,0.041848197
2000000,1,1244.029478,220.9335268,6.115007659,728.3949786,3.981988272,139.0620824,0.450881544,129.6708355,0.041848197
Unlimited,1,1244.099999,220.9335578,6.115008915,728.3949208,3.98198802,139.0620684,0.450881504,130.0494515,0.041853125
