Maximum,membership,maxed_value,er_value,er_utilization,ip_value,ip_admits,primary_care_value,primary_care_utilization,specialist_value,specialist_utilization,mental_health_value,mental_health_utilization,imaging_value,imaging_utilization,speech_value,speech_utilization,occupation_physical_therapy_value,occupation_physical_therapy_utilization,preventive_care_value,preventive_care_utilization,laboratory_value,laboratory_utilization,x_rays_value,x_ray_utilization,skilled_nursing_value,skilled_nursing_utilization,generic_value,generic_utilization,preferred_value,preferred_utilization,non_preferred_value,non_preferred_utilization,specialty_value,specialty_utilization
5800,86780,2380.867347,97.27926182,0.085292713,8.525962447,0.004052869,188.1458082,1.254950429,84.78550544,0.530570375,26.67924459,0.215338568,40.56172119,0.064031618,0.574350172,0.006050052,37.00592033,0.80421091,129.9671619,1.693450562,81.81069593,2.709761223,71.35457597,0.525209601,0,0,167.5866049,5.089238011,251.2479224,1.814610172,67.44254838,0.326881168,0.424780061,0.000993255
5900,85502,2402.7749,99.07697797,0.086124853,8.738166801,0.004110736,188.8425583,1.259478849,85.48053525,0.534704935,27.07354297,0.218443255,41.4375731,0.065258482,0.595169225,0.006460611,37.5941669,0.815197792,130.9679183,1.700932856,82.64953747,2.727623471,72.1484276,0.529298776,0,0,168.5037961,5.108171622,255.3694696,1.842387514,68.25265882,0.329958874,0.432278026,0.000995017
6000,84204,2424.027166,100.4641929,0.08679997,8.998368787,0.004179513,189.5394202,1.264318955,86.12272401,0.538628942,27.41152522,0.220898024,42.32318794,0.066409478,0.631430123,0.006841693,38.12542946,0.82447371,131.8595071,1.707878413,83.36298567,2.74423981,73.02993199,0.53357122,0,0,169.3593604,5.12611145,259.3197411,1.8680393,69.27611181,0.333488407,0.431028654,0.000998339
6100,83014,2445.102641,101.977393,0.087472752,9.198763195,0.004235485,190.2797105,1.269309236,86.86626041,0.544252803,27.75966486,0.223480551,43.29287558,0.06765516,0.637619151,0.006918453,38.56776675,0.833088437,132.7247225,1.715492842,84.07286283,2.76151309,73.86610995,0.538045191,0,0,170.1851145,5.143763478,263.7771911,1.896698791,70.19599562,0.336491962,0.482497136,0.001026907
6200,81770,2466.125877,103.7542124,0.088203429,9.401411612,0.004297894,190.9187411,1.273573748,87.59236789,0.548097154,28.031521,0.225334367,44.22296125,0.068731416,0.662025205,0.007133625,39.12590784,0.844067856,133.5784875,1.722316379,84.78067128,2.777595743,74.66996949,0.54230041,0,0,171.0887202,5.161925696,267.8087427,1.92287738,70.99268212,0.339453657,0.480316701,0.001023047
6300,80576,2486.674902,105.306674,0.088809319,9.629909151,0.004352229,191.6134495,1.278121281,88.26051508,0.55187863,28.34715054,0.227707996,45.09195609,0.069817259,0.680532815,0.00733849,39.58718558,0.852433315,134.5074535,1.728786554,85.5856751,2.794235664,75.54426824,0.546619089,0,0,172.1348152,5.180768054,271.3802063,1.945438896,71.83953428,0.342310703,0.504215138,0.001050261
6400,79447,2507.083269,107.0116392,0.089443764,9.813989543,0.004399423,192.3245915,1.282774492,88.96035996,0.556283071,28.60687403,0.229627429,46.07672469,0.071113306,0.688313403,0.007414787,40.30295424,0.866998029,135.2911355,1.735632429,86.32651302,2.810568996,76.39403711,0.551065071,0,0,173.0822966,5.200184143,275.3957318,1.970962263,72.53254773,0.344823575,0.503404152,0.001057053
6500,78258,2527.005575,108.475527,0.090103298,10.11829845,0.004463464,193.0108765,1.287333374,89.60968261,0.560482963,28.91358809,0.231774927,46.86727185,0.072071022,0.68928389,0.007436541,40.88755912,0.876677806,136.174922,1.742016205,87.00437201,2.825638701,77.13258249,0.555098077,0,0,174.0095182,5.217898186,279.4150409,1.997022402,73.39597051,0.348036781,0.50122127,0.001053323
7500,77144,2713.124154,123.1381537,0.095916767,12.51008481,0.005001788,198.6203786,1.324123673,95.34407369,0.596947698,31.86899635,0.253933583,55.40759069,0.083195887,0.804281639,0.00847687,46.04989176,0.977427359,142.8207226,1.796286312,93.12100172,2.960597056,84.19844938,0.591656921,0,0,181.2616853,5.36763666,315.9271676,2.222204302,81.05985411,0.374368076,0.741987635,0.001237034
10000,67576,3092.672975,153.9706949,0.106849053,24.56175086,0.006956315,207.8773778,1.386337897,106.4541086,0.666208588,37.33008029,0.293749453,73.51953739,0.105415865,1.059360184,0.010622205,56.61558693,1.164837964,154.8117394,1.895024837,105.5810002,3.222226285,98.51945061,0.664509706,0,0,193.0552607,5.610842249,388.9766285,2.65317109,95.72757387,0.423240748,1.35623495,0.001644796
15000,50929,3622.172169,198.409053,0.120907063,87.0813758,0.014070494,217.9264812,1.452381465,119.9408809,0.746158692,44.16914651,0.341391764,99.52121992,0.136818067,1.627440317,0.015475442,72.37868043,1.42521472,168.3160211,2.011984108,122.978581,3.564427679,120.0626218,0.767658442,0.018101894,3.37E-06,206.0993689,5.892773271,478.1559819,3.135697792,114.5838666,0.479332867,3.309736131,0.002754083
20000,32309,3971.932533,227.6872847,0.129146974,167.2809108,0.021362557,223.0847181,1.485765005,127.7025927,0.790777719,47.52373638,0.364512841,116.116539,0.156299045,1.914144761,0.018065207,83.67233948,1.598907761,175.3500497,2.080511551,134.2288506,3.779818523,135.5894172,0.839803561,0.017243964,3.21E-06,213.6813107,6.058208642,527.1911825,3.37749768,124.8076308,0.508125509,6.91207997,0.0045627
25000,22352,4222.310522,248.4713629,0.134770551,233.2126343,0.026530983,226.3696719,1.50676166,133.1374155,0.819918641,50.15972856,0.381040309,126.8797995,0.169721556,2.128671248,0.020518062,91.03039774,1.701287399,179.3947222,2.122985591,142.5224131,3.933349871,146.6928359,0.890676384,0.07036689,1.72E-05,218.2582102,6.163695012,558.5204531,3.52297477,131.5804676,0.526073132,13.2150354,0.007474418
30000,16598,4412.747307,264.0658557,0.139015764,289.4317554,0.030380358,228.6952058,1.521055606,136.8977922,0.83972981,52.05007811,0.392829386,134.6744713,0.179010991,2.321670483,0.022129827,95.71238082,1.761893947,181.8940473,2.148615461,148.3024492,4.036816984,155.2129886,0.926598565,0.102031896,2.80E-05,221.141638,6.235801643,582.6421642,3.619597893,136.6327162,0.538336207,22.0200402,0.011002451
35000,12978,4562.00885,274.1337324,0.141868318,338.8570692,0.03336603,230.1365595,1.530076335,139.9607753,0.85454798,53.17463237,0.400468258,140.8517996,0.18630871,2.449235559,0.023101889,99.69879924,1.804058186,183.863506,2.166400814,152.8671486,4.115715659,161.3078439,0.952773663,0.100871365,0.00002775,223.4674758,6.288291938,602.121126,3.689843124,140.7245911,0.546440729,32.07185565,0.014992134
40000,10480,4684.560382,282.7350877,0.14394815,385.6130949,0.035815139,231.3016581,1.537319846,141.9800494,0.864241178,54.04810355,0.405996548,145.6961205,0.191668342,2.542972579,0.023667715,102.896451,1.83651441,185.2274967,2.178500794,156.0295156,4.170289882,166.5264823,0.973788546,0.127544106,3.26E-05,225.3327804,6.332504705,615.7994926,3.736684185,143.5507119,0.551253536,42.15093713,0.018471823
45000,8732,4787.775402,290.4738069,0.145844472,428.1079022,0.037898328,232.4651785,1.543453092,143.9215665,0.873158647,54.68074189,0.409980877,149.7453061,0.196649746,2.600043382,0.024049248,106.091559,1.865406142,186.2699293,2.188159197,158.8253279,4.218654609,171.1709711,0.992358663,0.220810158,4.93E-05,226.8710874,6.366448528,627.5368266,3.777202978,145.8489596,0.555418987,49.08272237,0.020816019
50000,7388,4874.57838,296.4108932,0.147257152,470.7492307,0.039781496,233.2017666,1.547075153,146.1335163,0.880528955,55.46971681,0.414665702,153.2898621,0.200507445,2.73816419,0.024953502,108.4908005,1.886666669,187.238181,2.195967704,161.1795785,4.256519221,174.6968864,1.006519747,0.294458393,6.09E-05,228.1552096,6.393277149,635.9237089,3.807168982,147.4754758,0.558274076,56.62019155,0.023033557
100000,6299,5314.653435,320.4140587,0.153165235,742.2174768,0.049068565,236.7532667,1.562468406,156.3899624,0.913342376,58.61166843,0.43155509,173.2705745,0.222864924,3.310735802,0.028389821,118.3678194,1.968100153,190.781529,2.230574666,173.6769913,4.456606684,202.5919905,1.090723113,1.103399958,0.000179775,233.7966722,6.506894318,672.2931315,3.925702502,154.916235,0.569480632,98.57811185,0.033753327
200000,2037,5580.237588,330.416876,0.155647735,967.9779146,0.054203746,238.6663913,1.568737182,166.3531538,0.929532434,59.49499043,0.436040389,187.5069856,0.238492183,3.612413967,0.030177276,122.3426776,1.992417943,192.6810438,2.247040843,181.3229988,4.579420866,224.9992814,1.142899311,1.911406544,0.000278708,236.9063558,6.557640669,683.2788905,3.963849275,158.849345,0.57346983,113.0568177,0.036332138
300000,578,5671.972798,333.4623219,0.156310761,1056.745811,0.055799113,239.2395978,1.570306431,170.294202,0.934085098,59.65216412,0.436790223,192.8934377,0.244245838,3.818295957,0.031088694,123.2694225,1.997356288,193.09798,2.252135501,184.1355413,4.625865758,235.8012694,1.160238695,2.66599955,0.000355785,237.6450546,6.570666188,686.5173756,3.973093854,159.956873,0.574496987,117.0182897,0.037013718
400000,258,5715.390136,334.2554843,0.156481041,1106.548988,0.05653815,239.3993429,1.570844373,171.9352448,0.935799821,59.68081709,0.436922053,194.7611642,0.246065152,3.844961199,0.03126468,123.6023015,1.999097804,193.2633238,2.254113147,185.406092,4.645401023,238.1413078,1.165148319,3.029890159,0.000382704,237.9162637,6.575304896,688.6100729,3.976781395,160.1242165,0.574846326,118.62028,0.037247014
500000,143,5740.604306,334.7494377,0.156568418,1135.98177,0.056935935,239.5202179,1.571057122,172.2795723,0.936591791,59.70127564,0.437057479,195.61408,0.246917272,3.868516494,0.031597929,123.6797375,1.99947226,193.3479368,2.255177723,186.0939,4.656454434,239.1608603,1.167064576,3.148022037,0.000393371,238.0005375,6.577262365,689.0919441,3.978262303,160.2983489,0.575031745,120.5372361,0.037389696
1000000,94,5787.12007,335.3228216,0.156681322,1202.969445,0.057611987,239.6056904,1.571383913,172.6378424,0.937536155,59.71345806,0.437157385,196.5902052,0.24785716,3.982169833,0.03210794,123.9227772,2.000862669,193.4443695,2.256463234,187.2305819,4.670438878,240.0766363,1.169285692,3.352716537,0.000414407,238.1930368,6.580052442,689.9453194,3.979904605,160.4837345,0.575212333,124.3617318,0.037605808
2000000,18,5804.846105,335.5203837,0.156706053,1240.059062,0.057751972,239.6118172,1.571430102,172.9115266,0.937712909,59.7139851,0.437157649,196.7140961,0.248031834,3.981904859,0.032105659,123.9284391,2.000881667,193.4584107,2.256814178,187.4371652,4.675977758,240.1849756,1.170054334,3.352599182,0.000414393,238.2140953,6.580359557,690.058847,3.98017718,160.5004268,0.575213802,124.3754758,0.037615046
Unlimited,3,5809.578026,335.5182789,0.156705132,1256.551152,0.057790938,239.6110295,1.571423313,172.9521828,0.937744466,59.71502023,0.437166523,196.7388383,0.248079868,3.981834629,0.03210505,123.9341538,2.00090589,193.4574312,2.256815475,187.4624823,4.676269479,240.1882541,1.170088838,3.352565189,0.000414389,238.2162921,6.580405488,690.0664696,3.980203425,160.5348111,0.575230128,124.3744518,0.037614765
