Maximum,membership,maxed_value,er_value,er_utilization,ip_value,ip_admits,primary_care_value,primary_care_utilization,specialist_value,specialist_utilization,mental_health_value,mental_health_utilization,imaging_value,imaging_utilization,speech_value,speech_utilization,occupation_physical_therapy_value,occupation_physical_therapy_utilization,preventive_care_value,preventive_care_utilization,laboratory_value,laboratory_utilization,x_rays_value,x_ray_utilization,skilled_nursing_value,skilled_nursing_utilization,generic_value,generic_utilization,preferred_value,preferred_utilization,non_preferred_value,non_preferred_utilization,specialty_value,specialty_utilization
6500,54405,2372.227009,102.6547591,0.080849226,11.31126439,0.004630631,166.4656685,1.098708454,86.95261549,0.538987788,28.24260093,0.230880635,45.49695764,0.065745928,1.025612741,0.009762478,38.89896983,0.829867708,137.8568611,1.758056504,84.64833177,2.826578409,71.54236343,0.506628685,0,0,144.6300632,4.635901813,2.38E+02,1.740691281,56.02916653,0.291662246,0.288640916,0.000727988
7500,53686,2549.971134,116.7439119,0.086152493,14.39221436,0.005334308,170.7439001,1.127417573,91.90492898,0.569580062,30.74724272,0.250601345,54.35013032,0.076185895,1.245398219,0.0120434,43.87859416,0.92632951,144.7303931,1.810058138,90.33152451,2.952913917,77.83750305,0.540051039,0,0,150.5851865,4.7641408,2.67E+02,1.923027835,62.06205907,0.312930138,0.390466104,0.000783811
10000,47334,2917.933841,147.2963013,0.096456178,27.46172505,0.007414799,178.6226823,1.180156066,102.6001413,0.635205607,36.16701241,0.289182622,71.64528887,0.096455462,1.623748688,0.015516593,54.90664816,1.113879967,156.0861296,1.902439574,102.6252457,3.200306886,91.0483572,0.606382352,0.008949571,1.66766E-06,160.0409608,4.977424679,3.29E+02,2.293408481,74.95600507,0.358636601,0.928481683,0.001148242
15000,36077,3437.531672,190.8080079,0.109741109,90.94141545,0.01479985,187.1706541,1.237643765,115.6002701,0.711713879,43.05087539,0.337886157,98.9142425,0.127613929,2.305459837,0.021174488,72.32915764,1.3914324,169.2370922,2.018577341,119.0143981,3.527908496,111.7234925,0.707931972,0.010841729,5.06334E-06,171.1309422,5.229640047,4.07E+02,2.716432128,90.75702577,0.412143656,2.567829225,0.002244354
20000,23006,3784.337289,219.2600404,0.117512332,173.5678199,0.022477239,191.8249996,1.268305058,123.1889307,0.756521845,47.47574769,0.367724346,115.5351796,0.147428147,2.814950076,0.025625872,85.26241233,1.579994362,176.4675088,2.089463385,130.2543196,3.744353398,126.549846,0.778334899,0.059536603,1.48265E-05,177.2961821,5.385644234,4.52E+02,2.945874448,99.55632235,0.441771888,5.599314819,0.0037328
25000,15892,4032.414739,239.9809284,0.123183917,244.8810891,0.028052673,195.1318694,1.289345037,128.3582656,0.784974887,50.26735451,0.3846788,127.4179396,0.161298776,3.383060918,0.030310958,94.3051123,1.704821414,180.9522881,2.133881571,138.4538132,3.896659446,138.3490763,0.832666417,0.086987816,1.84306E-05,181.6062705,5.491632063,4.81E+02,3.084163963,105.3161136,0.45856857,11.32349419,0.006255721
30000,11579,4219.912298,256.3531372,0.127108439,300.5674661,0.031933741,197.1996802,1.302702582,132.2949798,0.805959883,52.60846747,0.400594333,136.9183915,0.172049057,3.82367608,0.032800552,101.0349479,1.779702862,184.1744925,2.161477095,144.2553106,3.998905291,146.7458778,0.869323623,0.085757479,1.81911E-05,184.6143642,5.564500327,5.03E+02,3.175245151,109.8873273,0.469809617,18.06244706,0.009224887
35000,8887,4366.411504,268.1096754,0.130129276,349.1760117,0.034927595,198.7169113,1.312674839,134.8643466,0.819737777,54.99021836,0.415432459,143.7886958,0.179580461,3.974508574,0.034068913,105.8135225,1.827640703,186.1655943,2.18153161,148.8585651,4.080650407,153.2022308,0.897410554,0.091003585,2.18334E-05,186.9637649,5.624519305,5.20E+02,3.241379219,113.6306217,0.477565294,27.96957299,0.013012369
40000,7062,4483.032156,275.3424384,0.132116986,392.340276,0.037200516,199.8815348,1.320273163,137.3831197,0.831480242,56.32370115,0.423401819,149.9985365,0.186239321,4.056020663,0.034636464,109.3951789,1.86390114,187.6627966,2.195096778,152.6696933,4.14628141,158.6515608,0.919698943,0.129986129,3.00452E-05,188.7196231,5.670125042,5.33E+02,3.290927078,117.2129005,0.484787661,37.09081318,0.016308629
45000,5781,4579.063977,279.6633103,0.133272378,421.9351943,0.038577512,200.3758108,1.323352448,138.6260721,0.836823521,56.79641874,0.426047611,153.0804742,0.189546919,4.28413697,0.036376405,111.4657255,1.881899583,188.4666248,2.201434157,154.6269771,4.177136835,161.3091292,0.931536533,0.145389486,3.28142E-05,189.5950852,5.692222444,5.40E+02,3.317385629,118.8115129,0.487483476,41.69232526,0.017725159
50000,5126,4666.30409,285.6497809,0.134720464,464.6620753,0.04046282,201.2206606,1.327694112,140.8548722,0.844304096,57.57494393,0.430656407,156.6126209,0.193426962,4.420768162,0.03726908,113.8418408,1.902908442,189.4269335,2.209214838,156.9940031,4.215085139,164.8756034,0.945897798,0.219671919,4.45427E-05,191.0207405,5.721619583,5.49E+02,3.349193599,120.563303,0.490672152,49.25581964,0.019951525
100000,4368,5108.48514,309.8922271,0.140775728,737.1601614,0.049782632,205.1890189,1.345848449,151.2012003,0.877628259,60.6828954,0.447283911,176.5914094,0.215922205,4.987219488,0.040655494,123.6509686,1.983593888,192.943523,2.243800196,169.5674609,4.415965567,193.0023542,1.031089243,1.033255136,0.000164272,197.2124869,5.845257398,5.87E+02,3.47510345,128.5080068,0.503201709,91.41795688,0.030732128
200000,1406,5374.920108,319.988067,0.143310008,963.8880894,0.054940743,207.2439801,1.353045877,161.2241868,0.894027823,61.55408737,0.451673035,190.8620897,0.231633727,5.286426391,0.042421592,127.6091412,2.007702669,194.8369042,2.260297856,177.2559316,4.539332674,215.5495769,1.08372297,1.845232559,0.000263757,200.5130452,5.899453542,5.98E+02,3.515822308,132.6235767,0.507656442,105.979509,0.033330568
300000,402,5466.497639,323.0632098,0.143985892,1053.222738,0.056546756,207.8487256,1.354815253,165.1937999,0.898639535,61.70872041,0.452401908,196.2767453,0.237427305,5.492439204,0.043329898,128.534266,2.01260471,195.2523816,2.265411051,180.0882044,4.58607741,226.4293118,1.101222741,2.604645083,0.000341344,201.2939334,5.913241024,6.02E+02,3.52564843,133.774348,0.508788147,109.9711213,0.034018523
400000,182,5509.443804,323.8621832,0.14415963,1103.156463,0.057287828,208.0194237,1.35542537,166.8409069,0.900372102,61.73637125,0.452526037,198.1479977,0.239253388,5.518788656,0.043503445,128.8660302,2.014337203,195.417826,2.267398715,181.3632188,4.605676097,228.7796791,1.106167247,2.969502317,0.000368343,201.5793454,5.918141953,6.04E+02,3.529530641,133.9544197,0.509171784,111.5792937,0.034253189
500000,101,5534.154442,324.3566027,0.14424824,1132.545119,0.057685127,208.1441859,1.355666181,167.1854647,0.90116813,61.75638549,0.452658244,198.9991144,0.24010498,5.542123201,0.043834818,128.9425088,2.014707152,195.5028148,2.268465235,182.0503558,4.616718064,229.7992171,1.10808922,3.087462417,0.000378996,201.6682719,5.920185454,6.04E+02,3.531072654,134.1323047,0.509367598,113.4943057,0.034396106
1000000,64,5579.664534,324.9146383,0.14435957,1197.571458,0.058340976,208.2318642,1.356016624,167.533606,0.902089038,61.76780483,0.452752305,199.9455316,0.241017722,5.65167182,0.044323872,129.1764808,2.016043016,195.5937112,2.269698861,183.1537306,4.630288145,230.6890095,1.110251622,3.286172797,0.000399419,201.860536,5.922986051,6.05E+02,3.532734741,134.3172509,0.509555646,117.2078306,0.034606317
2000000,12,5595.778992,325.1229172,0.144386077,1236.741475,0.058488646,208.2387865,1.356069166,167.8219553,0.902272781,61.76821303,0.45275145,200.0749796,0.241200916,5.651220016,0.044320218,129.1815659,2.016053215,195.6069722,2.270054364,183.3709473,4.636114656,230.8022136,1.111058958,3.286026514,0.000399401,201.8826046,5.923294552,6.05E+02,3.533010639,134.3352017,0.509557158,117.2217717,0.034615937
Unlimited,1,5598.790188,325.121454,0.144385589,1247.23376,0.058513422,208.238374,1.356065839,167.8475393,0.902291728,61.76883699,0.452756857,200.0902304,0.241230956,5.651205505,0.044320127,129.1849955,2.016065967,195.60638,2.270053622,183.3866433,4.636291497,230.8037879,1.111079306,3.285994979,0.000399397,201.8838162,5.923317218,6.05E+02,3.53301802,134.3569782,0.50956696,117.220884,0.034615706
